id,public_petition_text,reason_category
3339123,незаконная рекламная конструкция,Незаконная информационная и (или) рекламная конструкция
2953469,Необходимо произвести очистку фасада от незаконных надписей,Благоустройство
3192079,не работает фонарь на фасаде у парадной 5,Содержание МКД
3045556,Неудовлетворительное состояние покрытия возле люка,Повреждения или неисправность элементов уличной инфраструктуры
3119092,5 этаж отсутствует опломбировка пожарных щитков,Содержание МКД
3335822,"Песок с проезда высыпан на газон! 
Требую произвести уборка !!!",Благоустройство
3357408,Посадка покрытия рядом с люком.,Повреждения или неисправность элементов уличной инфраструктуры
2996060,"Требуется произвести работы по качественной очистке дорожного знака от несанкционированного рекламного объявления, не оставляя следов. 

Фотофиксация прилагается.",Благоустройство
3149414,"В парадной 15 не соблюдается график уборки, уборка производится некачественно. Прошу наладить качественную и своевременную уборку.",Содержание МКД
3104244,Надписи,Благоустройство
3321575,Надписи,Благоустройство
2989333,повреждения опоры знака,Благоустройство
3236735,лужи во всю ширину тротуара,Благоустройство
3240065,"Светофорная колонка развернута не правильно по отношению к проезжей части. 
Просьба установить колонку в нормативное состояние. 
Координаты 59.986481, 30.299016",Благоустройство
3324281,12 этаж нет света,Содержание МКД
3351016,Надписи и объявления на остановке.,Благоустройство
3349219,"Не работает домофон в Парадной #6
Не работает домофон в Парадной #6 17.04.2021 15:48",Содержание МКД
3038450,Мусор во дворе,Благоустройство
3007876,Необходимо отмыть кабину грузового лифта в третьем подъезде МКД.,Содержание МКД
3090473,Трансформаторная будка в надписях,Благоустройство
3218802,Несанкционированные надписи на сооружении.,Благоустройство
3282070,"лифт не работает совсем, а если и работает то постоянно застревает с пассажирами, особенно любит застревать с маленькими детьми, они очень пугаются и боятся подыматься на лифте. 4 парадная.",Содержание МКД
3337333,неудолетворительное состояние,Содержание МКД
3133959,На тротуаре вдоль всей ул. Тимофея Федорова начиная от парка толстый слой льда! Невозможно ходить! Очень скользко! На карте оранжевой линией отмечены особо опасные участки. Просьба решить проблему!,Благоустройство
3275180,"Несанкционированная надпись на торговом павильоне.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Выборгского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
3105493,Не работает указанный светильник,Благоустройство
3254183,"Грязь, снег вдоль проезжей части по Прожекторной улице",Благоустройство
3237602,прошу убрать мусор,Благоустройство
3249105,Россписана стенка на первом этаже с лестничной стороны,Содержание МКД
3252402,Просьба стереть надписи. Спасибо,Состояние рекламных или информационных конструкций
3149967,"Дворовые проезды и парковка не расчищены от снега/наледи/снеговых куч.
Просьба провести работы по очистке и вывезти снег на снегоплавилку. 
Особое внимание уделить местам между припаркованными авто, подходам к парадным и вдоль бордюров. 
Фото сняты вечером 19.01.2021",Благоустройство
3056402,Не убранная гнилая листрва в безымянном сквере,Благоустройство
3249011,"Неисправно освещение на фасаде нежилого здания: нужно заменить старый неисправный и проржавевший уличный светильник с разбитыми лампой и плафоном на современный светильник, и восстановить освещение.",Благоустройство
3302588,"Из земли вместо ограждения торчат куски арматуры. Если кто-то упадёт, будет беда!!!",Благоустройство
3368302,"Дегтярная 13, вход с улицы. Необходимо произвести сезонное мытьё окон. 
В 2020 году мытьё окон не было проведено ни разу.",Содержание МКД
3286352,"Лифт грязный ( зеркала заплёваны, стены заплёваны, стены в надписях), в подъезде много людей с маленькими детьми, в лифт с коляской не войти, чтобы не испачкать коляску. Убираются только когда пишется жалоба, хотелось бы, чтобы уборка была регулярной.",Содержание МКД
3175113,граффити на электрощите,Благоустройство
3028018,Не работает освещение,Благоустройство
3256330,Кондиционер,Нарушение правил пользования общим имуществом
3119755,"Здравствуйте! Выпал снег, подтаял, потом подморозило. Образовалась ледяная корка на детской площадке. Воизбежании травматизма, прошу принять меры.
Здравствуйте! Выпал снег, подтаял, потом подморозило. Образовалась ледяная корка на детской площадке. Воизбежании травматизма, прошу принять меры. Наледь не устранена, площадка продолжает угрожать жизни и здоровью детей.",Благоустройство
3289808,ямы глубиной около 15см,Благоустройство
3313524,требуется ремонт покрытия,Благоустройство
2994939,Мусор во дворе,Благоустройство
3353704,неудовлетворительное состояние колодца,Повреждения или неисправность элементов уличной инфраструктуры
3086324,неудовлетворительное состояние покрытия,Благоустройство
3306427,прошу убрать рекламу со столба,Благоустройство
3095786,реклама так и висит,Незаконная информационная и (или) рекламная конструкция
2994623,Надписи на стене.,Благоустройство
3052659,"Весь газон учебный осколками от битого кирпича,мусор не убран после ремонта балконов",Благоустройство
3350348,повреждение дорожного покрытия проезжей части,Благоустройство
3226342,Не убран снег возле памятника,Благоустройство
3194720,"Граффити на гараже, просьба полностью закрасить следы вандализма.",Благоустройство
2966989,Возле почты сделаны надписи,Благоустройство
3335132,Просьба стереть надписи. Спасибо,Благоустройство
3014661,"Прошу починить лавочку в Таврическом саду, недалеко от пруда. Место на карте указано",Благоустройство
3073643,на 3 этаже грязные двери лифта. требую отмыть.,Содержание МКД
3047530,"Белградская 22 к 2. Автомобиль 
XXXXX XXXXXXXX XXXX XX XXX
 уже несколько лет паркует свой автомобиль на газоне. Забор был сломан сразу же после его установки, газон испорчен. Просьба поставить новое ограждение, чтобы недобросовестные люди не портили зелёную зону.",Благоустройство
3350554,Граффити на здании убрать.,Благоустройство
3168093,"оборванные, оголенные провода без защиты",Благоустройство
3025692,Мусор на газоне у дома №39 на улице Моховая,Благоустройство
3236783,тротуар не чистили от снега вообще ни разу,Благоустройство
2955550,Неочищенные урны,Благоустройство
2994517,несоблюдение графика уборки,Содержание МКД
3057860,решетка незаконная на фасаде,Нарушение правил пользования общим имуществом
3365999,рисунки на знаках,Благоустройство
3094780,Требуется занижение бордюрного камня.,Благоустройство
2988329,Разбит асфальт,Благоустройство
3133775,"Я отношусь к категории маломобильных граждан, так как имею малолетнего ребенка и мне необходимо использование детской коляски. В нашем подъезде 2 лестницы. Прошу установить пандус на лестницу черного входа. Согласно существующему законодательству собрание собственников для этого не требуется, так как должна быть Доступность зданий и сооружений для маломобильных групп населения",Содержание МКД
2948784,Надписи на остановке.,Благоустройство
2991933,"2й подъезд, крайний левый лифт. Неисправно освещение, не работает один из светильников, второй светит еле еле.
Председатель тсж ""Ленинградские Вечера"" отказывается принимать заявку на устранение более полугода.
При этом ежегодно на содержание общего имущества дома тратится 6 млн рублей, на текущий ремонт общего имущества дома тратится 6 млн рублей, а на содержание председателя и его окружения - 2 млн рублей!",Содержание МКД
2971472,"Разрушены песочницы, нет песка в них. Детям негде играть.",Благоустройство
3202512,"По обращению № 3126601 исполнитель в лице ООО «Эксплуатация ГС-СПб» (далее по тексту - УК) не устранил причину. Дверь не закрывается при помощи доводчика и имеется искривление по всей плоскости створки. 
Входная дверь на лестницу не приведена в надлежащее состояние, тепловой контур нарушен, имеется перерасход теплоснабжения по вине УК. 
На основании выше написанного прошу устранить продувание двери и так же прошу заменить исполнителя так как работа не выполняется!",Содержание МКД
2991846,граффити,Благоустройство
3162507,в ноябре делали ремонт. снова пошло разрушение дорожного покрытия,Благоустройство
3320178,"2 парадная. Дверь перекошена, полностью не закрывается.",Содержание МКД
3243327,Мусор в виде покрышек,Благоустройство
3134693,Наледь на тротуаре.,Благоустройство
3201500,Нет ручки на входной двери в парадную,Содержание МКД
3193755,Уже неделю не работают 2 пешеходных светофора через улицу Социалистическая. Очень неудобно переходить через дорогу. Автомобилисты не всегда пропускают пешеходов.,Благоустройство
3023579,Не горит свет,Благоустройство
2998248,Краска на коробке двери 7эт,Содержание МКД
2982441,Необходимо восстановить окраску фасада в едином колерном бланке,Фасад
3182345,очистите,Благоустройство
3192998,"До бордюра снег убран, в скверу - конь не валялся!  Песок-соляной смесью там можно не обрабатывать, но снег необходимо убрать.",Благоустройство
3285308,"неисправна накладка на поручень, пролет между 8 и 9 этажами",Содержание МКД
3030704,на Смоленском мосту не работают три фонаря из четырех,Благоустройство
3314899,Прошу проверит законность установки рекламной конструкции. При отсутствии разрешения - демонтировать.,Незаконная информационная и (или) рекламная конструкция
3084105,"парадная 3, плесень в предбаннике",Содержание МКД
3165352,снег на дороге,Благоустройство
3170323,Мусор.,Благоустройство
3338925,Дорожный знак может оторвать ветром и он может упасть на автомобиль. Спустя 2 часа. Один знак улетел. Второй повис.,Благоустройство
2990413,"Сломано газонное ограждение, нужно восстановить.",Благоустройство
3198272,Граффити.,Благоустройство
2991666,граффити на стене в арке дома,Благоустройство
3059744,"Поврежден облицовочный угол. 6 парадная, 1 этаж перед лифтами.",Содержание МКД
3339914,"Не соблюдается график ежедневной влажной уборки до последнего этажа. Грязь, пыль, мусор, жидкость на лестнице.",Содержание МКД
3223460,неубранный снег на пешеходном переходе,Благоустройство
3023371,много мусора на площадке,Содержание МКД
2969407,"Необходимо удалить рекламную доску на первом этаже 1-го подъезда, несогласованную с собственниками МКД.",Нарушение порядка пользования общим имуществом
3088604,Убрать объявления не оставляя следов бумаги и клея,Благоустройство
3096033,На дорожке за домом 5к.1 по улице Руднева вследствие погодных условий образовалась ледяная корка. Прошу обработать дорожку для безопасной ходьбы.,Благоустройство
3131443,Оштукатурить и окрасить стену,Содержание МКД
3042830,Мусор на площадке,Содержание МКД
3092856,"в доме по адресу проспект Просвещения 54а в первом подъезде выжжены кнопки вызова лифта на 8 этаже. Также панель управления в самом лифте в неудовлетворительном состоянии: выжжены кнопки, отсутствуют подписи к этажам, погнута решётка.",Содержание МКД
3324450,Неубранная осенняя листва на газоне возле детской площадки.,Благоустройство
3143049,"Необходимо отмыть входную дверь в IV Парадную от грязи, пыли и следов. Фотоматериал панорамный и приближенные снимки от 16 января прилагаются.",Содержание МКД
3117226,Прошу убрать фрагменты стволов дерева,Благоустройство
3372174,"сильное повреждение асфальта, прошу отремонтировать",Благоустройство
3075046,"Вчера 11.12.2020 по адресу Колпино, ул. Пролетарская, дом 133, квартира 85 произошла протечка батареи отопления на кухне.
 Аварийная служба перекрыла стояк, пообещав установить исправную батарею. Но до сих пор 12.12.2020 14.00 батарея не отремонтирована. В итоге по всему стояку на пяти этажах в квартирах нет отопления (в 2-х комнатах и кухне).Температура на данный момент опустилась до  17 градусов. 
Замерзают жильцы. Прошу принять срочные меры для обеспечения ремонта отопительной батареи.",Центральное отопление
3336238,Просьба установить ограждения газона.,Благоустройство
3200343,"не убран снен, лед, упала повредила колено.",Благоустройство
3330251,"Мусор возле здания Кантемировская 11
Мусор возле здания Кантемировская 11. По состоянию на 20.04 не убран",Благоустройство
3259440,Необходимо закрыть окошки подвала. Фото во вложении,Подвалы
3301605,Вечеые лужи,Благоустройство
3376141,"самовольные клумбы во дворе.
мешают мех.уборке и маневрированию а/м",Благоустройство
3024419,7 парадная  - не работает грузовой лифт,Содержание МКД
3264757,неубранный снег,Благоустройство
3026659,С газона не убирают мусорные пакеты,Благоустройство
3223343,"Неисправно освещение. Фотофиксация- 22.02.2021г., 21:52.",Содержание МКД
3135529,"На газон скидывают ненужные старые дорожные полусферы , надо вывести .",Благоустройство
2980333,Выбито окно между 8 и 9 этажом. Парадная 2,Содержание МКД
2972447,"Секция Q1, 1 этаж, со стороны ул Боровая. Дверь в подвал (кладовые и паркинг) - отсутствует стопор для двери, вмятина на двери и деформация геометрии двери, цепляет дверную коробку при закрывании. Доводчиком дверь не закрывается.",Содержание МКД
2975187,"При ответе на звонок в квартиру 
XXXX
, дверь не отпирается. Парадная 16",Содержание МКД
3102860,5 этаж,Нарушение правил пользования общим имуществом
3267773,Рекламные плакаты на щите,Благоустройство
3005649,не работает. починить фонарь.,Благоустройство
3166247,дом 19,Благоустройство
3295346,Просьба стереть надписи. Спасибо,Благоустройство
3027297,Обвал козырька над входом в подъезд номер 10,Кровля
3335624,три ямы подряд,Благоустройство
2976922,У вестибюля метро Шушары несколько дней не убирается мусор. Это постоянно,Благоустройство
3023611,Решетка на подвальных окнах,Нарушение правил пользования общим имуществом
3090498,"улица Геологическая 75 корпус 12 первая парадная, доска объявлений в ужасном виде, фанерка на двух дюбелях, просьба установить нормальную доску объявлений",Содержание МКД
3048466,"Бар по адресу  ул Ломоносова, д 16, литера А, пом 1-Н разместил собственное цветное освещение в арке дома. Согласование проекта предоставить не смогли. Новое освещение уродует фасад здания и внешний облик улицы Ломоносова. Напоминаю, что здание является памятником культуры (КГИОП №10-162).

Прошу прояснить, есть ли законные основания для монтажа данной световой конструкции, меняющей внешний вид здания. И при необходимости демонтировать это освещение.",Нарушение правил пользования общим имуществом
3376743,не убран мусор вдоль дороги,Благоустройство
3165303,"Никто не чистит тротуары. Невозможно ходить, с коляской пройти вообще нереально. Настоящий каток",Благоустройство
3320943,"Входы в подвальное помещение  заполнены водой, фасадное покрытие цоколя из-за  сырости отвалилось. Восстановить цоколь.",Фасад
3246879,В лифте незаконно размещена рекламная конструкция.11 парадная,Нарушение порядка пользования общим имуществом
3374303,"Необходимо регулярно убирать мусор во дворе дома. На газонах, тротуарах и проежей части. Ветром разносить по всему двору.",Благоустройство
3303803,"яма, находится посередине проезжей части",Благоустройство
3105694,"утрачены отливы- 4шт.
необходимо восстановление.",Кровля
3048709,"Прошу проверить законность размещения / установки информационной и (или) рекламной конструкции, изображенной на прилагаемых фото и в случае несоответствия принять меры по его устранению.

Примечание - рекламная информация (конструкция) представляет собой виниловую пленку на наружной поверхности стеклопакета 

Адрес: Автовская, 15",Незаконная информационная и (или) рекламная конструкция
3043303,"1 этаж, грязная стена,требуется косметический ремонт",Содержание МКД
3316596,"Здравствуйте. Ранее обращался к Вам с заявкой 3176327 о установленной незаконно камере и воровстве электричества со стороны ООО ""Верона Менеджмент"" При посредничестве УК""ЖК ""Маршал"" - камера была демонтирована. В настоящий момент она опять установлена на крыше дома у 1 парадной. Прошу проверить УК"" ЖК"" Маршал"", как её действия согласуются с лицензионной деятельностью, т. к. Питание этой камеры идет от общедомового имущества, а значит я его оплачиваю в том числе.",Нарушение правил пользования общим имуществом
3088361,"Здравствуйте. Проспект Науки в сторону метро академическая невозможно перейти. Лужи и каша от снега. Молодёжь прыгает, а старички идут по щиколотку в воде! Так каждый раз когда идёт дождь, но там быстро сохнет, в сейчас снег, он тает и по кругу. Скользко, обойти никак, так как дальше забор. Пожалуйста решите эту проблему. Сторона метро и науки через дорогу.",Благоустройство
3261504,"Не убран снег, снег превратился в глыбы ни машины ни автобусы остановиться не могут, весь проспект вдоль ЖК Огни залива",Благоустройство
3026183,Мусор вдоль улицы крыленко 1к1,Благоустройство
2965153,"ул Тухачевского у школы 180 и гостиницы Карелия ОГРОМНАЯ ЛУЖА на тротуаре, которую не обойти- на газонах уже каша! Просим уже 2 года хоть что- то с ней сделать!!!",Благоустройство
3347642,Разбит въезд во двор из кармана проспекта Культуры.,Благоустройство
2987136,"Проблема с качеством асфальтного покрытия, а точнее ОГРОМНЫЕ И Глубокие ямы.",Благоустройство
3366931,Контейнеры стоят вне контейнерной площадки. Пухто находится вне контейнерной площадки. Грубейшие нарушения СНиП!!!!,Содержание МКД
3217785,Сегодня (21/02/2021) в 10.00 обнаружено отсутствие горячего водоснабжения в квартире. Отопление при этом есть.,Водоснабжение
2968932,Мусор на газонах,Благоустройство
3225290,"Неисправно освещение в парадной 2 - на 1 этаже, 4 и 5 этажах",Содержание МКД
3153519,Не производится ежедневная уборка лестничных клеток. Моют только у лифта при входе и то не каждый день. Последний раз видели чистую лестницу не раньше чем 3 недели назад.,Содержание МКД
3320173,"Водители стали парковать свои машины на тротуаре, просьба установить антипарковочные сферы (продлить имеющиеся)",Благоустройство
3216264,"Осенью производили спил деревьев, ветки не убраны.",Благоустройство
3177007,"Самовольно, не законно установлен 
XXXXXXXXXXXXX XXX XX
, наружный блок кондиционера. Нет разрешающих документов  и согласия собственников МКД на установку.",Нарушение правил пользования общим имуществом
3297824,Прошу закрасить граффити,Благоустройство
3198139,"Провода к лампе провисают. Прошу привести в надлежащее состояние.
8 парадная Антонова Овсеенко 13",Благоустройство
3061628,очистите,Благоустройство
3123081,Нет пандуса перед входом в 1 парадную.,Содержание МКД
3208027,Просьба убрать.,Благоустройство
3189600,Несанкционированная надпись на двери парадной #2,Благоустройство
3146870,Необходимо стереть граффити с остановки общественного транспорта,Благоустройство
3086566,объявления,Состояние рекламных или информационных конструкций
2984698,"По адресу ул.Бестужевская, дом 54 к.1 установлен блок препятствующий вьезду автомобилей в зону парковки. Прошу проверить законность установки данного блока, и в случае незаконной установки удалить. Спасибо.",Благоустройство
3053493,Уборка не производится,Содержание МКД
2949123,Необходимо произвести очистку фасада от незаконных надписей,Благоустройство
3003283,Свет есть на всех этажах кроме 4-го.,Содержание МКД
3276112,Окурки сусор,Благоустройство
3010642,грязный лоток,Благоустройство
3334385,Грязная лестница в парадной 2. На 8.04 в этом месяце ещё не мыли ни разу.,Содержание МКД
3354265,"Просим заменить травмоопасное покрытие на площадке под столами для настольного тенниса. Как дети, так и взрослые уже неоднократно получали увечья во время игры. Также поверхность столов требует замены из-за ее деформации.",Благоустройство
3170476,требуется обработка пгм,Благоустройство
3179184,"крепление дорожного знака частично вырвано из стены дома, конструкция шатко навешивается над тротуаром, штырь крепления знаков на высоте головы человека среднего роста, возможна травма головы",Благоустройство
3297596,Снова не горит освещение по фасаду и у подъездов. 20:11 26 марта 2021 года.,Содержание МКД
3012740,Бумажные объявления на ТСОДД,Благоустройство
3182082,Не убран снег на остановке,Благоустройство
3299363,повреждено асфальтовое покрытие проезжей части,Благоустройство
3049191,Грязный пол в лифте,Содержание МКД
2973002,перенесите урну к лавочке,Благоустройство
3023760,незаконная решетка на фасаде памятника архитектуры,Нарушение правил пользования общим имуществом
3378377,Мусор на газонах (крупногабаритные объекты). Необходимо убрать.,Благоустройство
2981744,Отсутствуют доводчики на межтамбурной двери,Содержание МКД
2981332,листва в лотке,Благоустройство
3336946,Провалы грунта вокруг канализационных люков,Повреждения или неисправность элементов уличной инфраструктуры
3078078,"Незаконная вывеска/рекламная конструкция по адресу: Санкт-Петербург, ул. Белградская, д. 1, к. 1-3 (установка ""Бегущая строка"").",Незаконная информационная и (или) рекламная конструкция
2962813,"Подъезд №7 переодически магнитный замок не открывается. Т.е. при открытии с кнопки в подъезде, или с ключа на улице, домофон пищит что дверь открыта, но она закрыта и невозможно попасть домой. Раньше таких проблем не было. Теперь то он работает то нет. И когда не работает приходится выламывать дверь и оставлять её открытой. Я звонил 16 октября, когда уже не первый раз случилась данная проблема, мне сказали что в понедельник придет мастер. Но судя по тому что в среду жена снова не смогла попасть домой, мастер не приходил. В среду жена позвонила, сказала что заявка у них уже есть. Т.е. они подтвердили что к нам пять дней никто не приходил. В следующий раз например скорая помощь может оказаться внизу и не сможет войти в подъезд. Прошу разобраться в данной ситуации. Другого входа в подъезд у нас нет. Перерасчет они делать не хотят, за некачественное оказание услуг.",Содержание МКД
3075808,Ничего не убирается ничего не посыпается второй день! Даже после звонка в ук! Под ногами каток!,Благоустройство
3250411,уберите,Благоустройство
3330572,Сломаны почтовые шкафы (лестница 2),Содержание МКД
3065719,Возле парадной надпись уже 3 месяца и ук не удаляет.,Благоустройство
3108629,"Снег лежит у пятерочки , люди буксуют",Благоустройство
3097767,скользко на тротуаре,Благоустройство
2981392,"На лестничной площадке квартиры
XX
 опять склад бытового мусора. Лежит почти две недели. Мешает проходу и воняет. Жильцы принципиально не выносят мусор на мусорную площадку. На просьбу убрать мусор не реагируют
Проблема не решена. Мусор был перемещен на пролет ниже и оставлен около окна, что-бы не мешал сделать фотографию о выполненных работах",Содержание МКД
3265615,Очистить,Благоустройство
3090584,"Прошу убрать не законно установленные конструкции, препятствующие парковке",Благоустройство
3019272,"сломан почтовый ящик 

XXXXXXXX XX
ящики как были поломаны\ так и остались",Содержание МКД
3229215,содержание проводки не соответствует СанПиН этаж 10,Содержание МКД
3057135,Решетка,Нарушение правил пользования общим имуществом
3047448,4 этаж у 634 кв. неисправен осветительный прибор.,Содержание МКД
3061720,Прошу зачистить  от надписей стену подстанции,Благоустройство
3280330,"Отсутствует плитка около дверей межквартирного коридора на 16 этаже.
Устранен дефект в другом месте. Это место - рядом с кв. N 419 на 16 этаже.",Содержание МКД
3005605,"Несанкционированное объявление на кабельном киоске.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Невского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
3079859,Неубранный снег на автомобильных дорогах и прилегающих к ним тротуарах,Благоустройство
3325765,Мусор.,Благоустройство
3361698,"Уродующая внешний вид дома труба кондиционера, прошу демонтироаать либо предоставить согласование",Нарушение правил пользования общим имуществом
3038142,Мусор на тротуаре,Благоустройство
3166938,Просьба стереть надписи. Спасибо,Благоустройство
3149966,Отсутствует электрическое освещение лестничной клетки на 5 этаже (неисправен плафон).,Содержание МКД
3098184,снег на дороге,Благоустройство
3279254,срач,Благоустройство
3061732,"Прошу зачистить  от надписей со стены ( ранее выполненные работы
не устранили проблему - видно по прежнему)",Благоустройство
3328550,Бумажные объявления на опоре,Благоустройство
3374512,У входа в парадную 7 осталось отверстие от старого домофона.Просьба заделать дыру,Фасад
3347173,Железобетонные конструкции на внутридворовом газоне.,Благоустройство
3321616,"Куча старых покрышек, просьба провести уборку территории.",Благоустройство
3336406,Мусор,Благоустройство
3339076,сломано ограждение площадки с мусорным контейнером,Содержание МКД
3157102,надписи,Благоустройство
3032106,"Установлен незаконный шлагбаум, препятствующий парковке.",Благоустройство
