Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],NC2.5,Fire Alarm,IsItDay?,Weekday_0,Weekday_1,Weekday_2
25.95,47.41,1262.0,419.0,12917.0,19414,938.668,0.048,1,1,0,0,1
25.54,48.13,1289.0,431.0,12912.0,19406,938.677,0.048,1,1,0,0,1
25.34,49.03,1253.0,426.0,12917.0,19417,938.673,0.049,1,1,0,0,1
25.23,49.82,1226.0,415.0,12923.0,19423,938.675,0.049,1,1,0,0,1
25.14,50.45,1243.0,412.0,12917.0,19413,938.672,0.049,1,1,0,0,1
25.09,50.96,1241.0,414.0,12914.0,19415,938.67,0.048,1,1,0,0,1
25.0,51.38,1254.0,408.0,12923.0,19415,938.671,0.047,1,1,0,0,1
24.93,51.77,1218.0,407.0,12926.0,19433,938.671,0.047,1,1,0,0,1
24.9,52.04,1199.0,403.0,12920.0,19420,938.677,0.046,1,1,0,0,1
24.86,52.31,1193.0,400.0,12925.0,19428,938.682,0.045,1,1,0,0,1
24.82,52.48,1201.0,401.0,12918.0,19425,938.676,0.045,1,1,0,0,1
24.76,52.63,1249.0,417.0,12921.0,19413,938.673,0.044,1,1,0,0,1
24.75,52.81,1199.0,400.0,12916.0,19421,938.675,0.043,1,1,0,0,1
24.71,52.9,1174.0,400.0,12922.0,19424,938.678,0.0409999999999999,1,1,0,0,1
24.66,53.05,1207.0,400.0,12923.0,19421,938.669,0.0409999999999999,1,1,0,0,1
24.66,53.09,1191.0,400.0,12924.0,19434,938.669,0.04,1,1,0,0,1
24.65,53.22,1189.0,402.0,12923.0,19437,938.666,0.04,1,1,0,0,1
24.62,53.29,1195.0,400.0,12922.0,19432,938.67,0.039,1,1,0,0,1
24.58,53.38,1201.0,408.0,12924.0,19427,938.662,0.039,1,1,0,0,1
24.57,53.48,1172.0,400.0,12930.0,19436,938.656,0.039,1,1,0,0,1
24.55,53.5,1237.0,400.0,12924.0,19435,938.652,0.039,1,1,0,0,1
24.52,53.58,1239.0,414.0,12916.0,19420,938.66,0.038,1,1,0,0,1
24.52,53.66,1197.0,400.0,12923.0,19424,938.666,0.039,1,1,0,0,1
24.52,53.7,1241.0,412.0,12922.0,19417,938.673,0.039,1,1,0,0,1
24.48,53.75,1195.0,404.0,12927.0,19426,938.674,0.039,1,1,0,0,1
24.49,53.82,1231.0,402.0,12926.0,19428,938.683,0.039,1,1,0,0,1
24.45,53.83,1220.0,417.0,12920.0,19424,938.682,0.039,1,1,0,0,1
24.45,53.91,1218.0,413.0,12919.0,19425,938.678,0.038,1,1,0,0,1
24.41,53.94,1235.0,403.0,12921.0,19415,938.689,0.037,1,1,0,0,1
24.44,53.98,1216.0,400.0,12926.0,19427,938.69,0.037,1,1,0,0,1
25.64,54.0,1186.0,400.0,12932.0,19431,938.685,0.038,1,1,0,0,1
26.02,53.21,1168.0,400.0,12933.0,19439,938.675,0.039,1,1,0,0,1
26.15,52.35,1166.0,400.0,12934.0,19438,938.677,0.039,1,1,0,0,1
26.29,51.45,1184.0,400.0,12932.0,19438,938.672,0.038,1,1,0,0,1
26.46,50.25,1170.0,400.0,12929.0,19428,938.682,0.038,1,1,0,0,1
26.51,49.82,1182.0,400.0,12935.0,19436,938.684,0.038,1,1,0,0,1
26.6,49.46,1208.0,400.0,12927.0,19424,938.682,0.038,1,1,0,0,1
26.63,49.21,1191.0,400.0,12929.0,19436,938.669,0.037,1,1,0,0,1
26.67,48.91,1184.0,400.0,12932.0,19438,938.669,0.037,1,1,0,0,1
26.72,48.73,1172.0,400.0,12929.0,19435,938.673,0.037,1,1,0,0,1
26.77,48.59,1168.0,400.0,12929.0,19430,938.668,0.037,1,1,0,0,1
26.81,48.45,1214.0,400.0,12932.0,19438,938.674,0.036,1,1,0,0,1
26.83,48.33,1226.0,400.0,12925.0,19418,938.665,0.036,1,1,0,0,1
26.83,48.24,1155.0,400.0,12936.0,19431,938.671,0.035,1,1,0,0,1
26.9,48.13,1247.0,400.0,12924.0,19425,938.663,0.035,1,1,0,0,1
26.9,48.04,1218.0,406.0,12923.0,19428,938.656,0.035,1,1,0,0,1
26.94,47.99,1199.0,400.0,12923.0,19425,938.659,0.035,1,1,0,0,1
26.94,47.93,1197.0,400.0,12930.0,19438,938.657,0.036,1,1,0,0,1
26.99,47.84,1140.0,400.0,12930.0,19436,938.656,0.037,1,1,0,0,1
26.99,47.75,1203.0,400.0,12921.0,19419,938.666,0.039,1,1,0,0,1
27.01,47.71,1226.0,404.0,12924.0,19432,938.658,0.0409999999999999,1,1,0,0,1
27.02,47.7,1193.0,400.0,12925.0,19430,938.674,0.042,1,1,0,0,1
27.04,47.65,1218.0,400.0,12923.0,19422,938.678,0.044,1,1,0,0,1
27.05,47.59,1224.0,400.0,12930.0,19435,938.675,0.044,1,1,0,0,1
27.05,47.52,1180.0,400.0,12929.0,19431,938.68,0.044,1,1,0,0,1
27.08,47.49,1186.0,400.0,12928.0,19429,938.679,0.044,1,1,0,0,1
27.09,47.44,1241.0,406.0,12921.0,19418,938.666,0.043,1,1,0,0,1
27.11,47.44,1203.0,400.0,12926.0,19432,938.68,0.043,1,1,0,0,1
27.12,47.38,1199.0,400.0,12926.0,19432,938.683,0.042,1,1,0,0,1
25.99,47.35,1295.0,424.0,12916.0,19413,938.677,0.042,1,1,0,0,1
25.55,48.12,1285.0,427.0,12911.0,19403,938.679,0.042,1,1,0,0,1
25.34,49.02,1254.0,424.0,12913.0,19412,938.684,0.042,1,1,0,0,1
25.23,49.82,1237.0,420.0,12917.0,19419,938.683,0.042,1,1,0,0,1
25.14,50.44,1231.0,404.0,12922.0,19424,938.689,0.0409999999999999,1,1,0,0,1
25.07,50.94,1218.0,401.0,12919.0,19430,938.696,0.0409999999999999,1,1,0,0,1
24.99,51.37,1226.0,400.0,12921.0,19421,938.7,0.04,1,1,0,0,1
24.95,51.72,1239.0,406.0,12925.0,19429,938.709,0.039,1,1,0,0,1
24.89,52.03,1210.0,409.0,12926.0,19429,938.698,0.038,1,1,0,0,1
24.86,52.29,1243.0,411.0,12919.0,19429,938.699,0.037,1,1,0,0,1
24.82,52.5,1195.0,400.0,12927.0,19431,938.706,0.036,1,1,0,0,1
24.78,52.63,1224.0,407.0,12922.0,19422,938.704,0.036,1,1,0,0,1
24.72,52.91,1214.0,410.0,12918.0,19422,938.703,0.035,1,1,0,0,1
24.68,53.0,1208.0,406.0,12922.0,19420,938.708,0.036,1,1,0,0,1
24.65,53.12,1218.0,405.0,12924.0,19429,938.702,0.036,1,1,0,0,1
24.66,53.23,1222.0,404.0,12926.0,19426,938.702,0.037,1,1,0,0,1
24.59,53.28,1251.0,417.0,12915.0,19419,938.694,0.037,1,1,0,0,1
24.59,53.35,1218.0,419.0,12916.0,19421,938.681,0.037,1,1,0,0,1
24.58,53.45,1260.0,415.0,12919.0,19417,938.699,0.037,1,1,0,0,1
24.55,53.53,1201.0,400.0,12924.0,19426,938.696,0.036,1,1,0,0,1
24.54,53.56,1243.0,414.0,12917.0,19415,938.696,0.035,1,1,0,0,1
24.52,53.61,1239.0,418.0,12920.0,19416,938.691,0.036,1,1,0,0,1
24.52,53.65,1274.0,415.0,12917.0,19426,938.693,0.037,1,1,0,0,1
24.48,53.8,1283.0,420.0,12922.0,19422,938.7,0.0409999999999999,1,1,0,0,1
24.47,53.84,1226.0,411.0,12917.0,19417,938.682,0.042,1,1,0,0,1
24.45,53.89,1258.0,411.0,12918.0,19412,938.69,0.045,1,1,0,0,1
24.43,53.89,1295.0,406.0,12919.0,19409,938.709,0.046,1,1,0,0,1
24.41,53.92,1283.0,415.0,12914.0,19407,938.699,0.048,1,1,0,0,1
25.65,53.99,1184.0,400.0,12936.0,19440,938.695,0.049,1,1,0,0,1
26.02,53.19,1220.0,400.0,12933.0,19430,938.705,0.049,1,1,0,0,1
26.19,52.27,1201.0,400.0,12933.0,19429,938.697,0.049,1,1,0,0,1
26.3,51.43,1226.0,400.0,12928.0,19427,938.7,0.048,1,1,0,0,1
26.4,50.74,1251.0,400.0,12929.0,19426,938.69,0.047,1,1,0,0,1
26.46,50.21,1216.0,400.0,12926.0,19421,938.685,0.047,1,1,0,0,1
26.53,49.78,1254.0,401.0,12928.0,19418,938.695,0.046,1,1,0,0,1
26.57,49.44,1205.0,400.0,12926.0,19419,938.691,0.045,1,1,0,0,1
26.63,49.15,1205.0,400.0,12921.0,19412,938.685,0.045,1,1,0,0,1
26.68,48.96,1245.0,407.0,12925.0,19412,938.691,0.045,1,1,0,0,1
26.72,48.7,1212.0,400.0,12931.0,19426,938.679,0.045,1,1,0,0,1
26.74,48.56,1182.0,400.0,12934.0,19429,938.677,0.043,1,1,0,0,1
26.8,48.43,1214.0,400.0,12933.0,19432,938.686,0.043,1,1,0,0,1
26.83,48.33,1187.0,400.0,12924.0,19431,938.683,0.043,1,1,0,0,1
26.87,48.19,1212.0,402.0,12924.0,19420,938.683,0.042,1,1,0,0,1
26.85,48.15,1174.0,403.0,12924.0,19418,938.688,0.0409999999999999,1,1,0,0,1
26.88,48.08,1210.0,400.0,12928.0,19424,938.697,0.0409999999999999,1,1,0,0,1
26.92,47.97,1166.0,400.0,12923.0,19430,938.703,0.0409999999999999,1,1,0,0,1
26.94,47.87,1201.0,400.0,12924.0,19429,938.693,0.0409999999999999,1,1,0,0,1
26.96,47.85,1218.0,405.0,12924.0,19421,938.698,0.0409999999999999,1,1,0,0,1
26.95,47.81,1222.0,412.0,12924.0,19422,938.709,0.04,1,1,0,0,1
26.99,47.75,1203.0,400.0,12925.0,19428,938.715,0.039,1,1,0,0,1
27.01,47.68,1220.0,401.0,12925.0,19418,938.71,0.038,1,1,0,0,1
27.02,47.6,1245.0,402.0,12928.0,19434,938.706,0.038,1,1,0,0,1
27.04,47.6,1178.0,400.0,12924.0,19428,938.703,0.039,1,1,0,0,1
27.05,47.54,1222.0,402.0,12922.0,19422,938.707,0.038,1,1,0,0,1
27.08,47.52,1180.0,404.0,12926.0,19428,938.7,0.038,1,1,0,0,1
27.06,47.45,1180.0,400.0,12926.0,19428,938.695,0.039,1,1,0,0,1
27.09,47.46,1210.0,401.0,12926.0,19429,938.699,0.04,1,1,0,0,1
27.08,47.42,1184.0,400.0,12929.0,19428,938.696,0.0409999999999999,1,1,0,0,1
25.95,47.36,1287.0,426.0,12911.0,19411,938.707,0.042,1,1,0,0,1
25.54,48.13,1300.0,427.0,12909.0,19408,938.711,0.043,1,1,0,0,1
25.35,48.99,1262.0,422.0,12915.0,19410,938.706,0.042,1,1,0,0,1
25.26,49.8,1279.0,432.0,12914.0,19412,938.707,0.043,1,1,0,0,1
25.14,50.47,1260.0,410.0,12915.0,19413,938.702,0.043,1,1,0,0,1
25.06,50.97,1230.0,413.0,12919.0,19419,938.7,0.043,1,1,0,0,1
25.02,51.38,1264.0,417.0,12920.0,19419,938.704,0.043,1,1,0,0,1
24.95,51.74,1254.0,411.0,12922.0,19426,938.687,0.042,1,1,0,0,1
24.92,52.05,1243.0,413.0,12919.0,19414,938.69,0.042,1,1,0,0,1
24.86,52.31,1247.0,408.0,12919.0,19420,938.678,0.0409999999999999,1,1,0,0,1
24.8,52.5,1260.0,406.0,12917.0,19417,938.688,0.04,1,1,0,0,1
24.76,52.66,1245.0,413.0,12915.0,19417,938.681,0.038,1,1,0,0,1
24.72,52.8,1249.0,413.0,12917.0,19418,938.678,0.037,1,1,0,0,1
24.72,52.91,1230.0,404.0,12921.0,19429,938.683,0.036,1,1,0,0,1
24.68,53.05,1254.0,413.0,12916.0,19417,938.689,0.035,1,1,0,0,1
24.65,53.15,1243.0,416.0,12915.0,19411,938.688,0.035,1,1,0,0,1
24.64,53.24,1203.0,410.0,12919.0,19415,938.685,0.035,1,1,0,0,1
24.61,53.29,1199.0,400.0,12921.0,19425,938.684,0.036,1,1,0,0,1
24.55,53.4,1220.0,400.0,12923.0,19423,938.689,0.036,1,1,0,0,1
24.57,53.46,1178.0,406.0,12926.0,19429,938.7,0.037,1,1,0,0,1
24.52,53.54,1220.0,410.0,12917.0,19427,938.701,0.038,1,1,0,0,1
24.51,53.61,1226.0,410.0,12921.0,19414,938.706,0.038,1,1,0,0,1
24.51,53.66,1237.0,410.0,12923.0,19419,938.7,0.039,1,1,0,0,1
24.51,53.75,1210.0,400.0,12927.0,19432,938.696,0.04,1,1,0,0,1
24.45,53.76,1210.0,401.0,12927.0,19427,938.693,0.0409999999999999,1,1,0,0,1
24.47,53.81,1199.0,400.0,12923.0,19424,938.7,0.0409999999999999,1,1,0,0,1
24.47,53.9,1212.0,401.0,12923.0,19426,938.707,0.042,1,1,0,0,1
24.44,53.9,1207.0,406.0,12917.0,19421,938.704,0.043,1,1,0,0,1
24.41,53.98,1239.0,407.0,12923.0,19420,938.705,0.043,1,1,0,0,1
24.4,53.97,1231.0,411.0,12922.0,19419,938.698,0.043,1,1,0,0,1
25.64,54.03,1149.0,400.0,12936.0,19433,938.697,0.043,1,1,0,0,1
25.98,53.26,1132.0,400.0,12940.0,19463,938.687,0.043,1,1,0,0,1
26.16,52.35,1141.0,400.0,12940.0,19453,938.697,0.043,1,1,0,0,1
26.29,51.51,1164.0,400.0,12940.0,19441,938.695,0.043,1,1,0,0,1
26.37,50.81,1182.0,400.0,12931.0,19437,938.701,0.042,1,1,0,0,1
26.46,50.31,1155.0,400.0,12935.0,19441,938.705,0.0409999999999999,1,1,0,0,1
26.51,49.88,1141.0,400.0,12930.0,19441,938.704,0.04,1,1,0,0,1
26.58,49.48,1157.0,400.0,12929.0,19437,938.696,0.039,1,1,0,0,1
26.63,49.22,1159.0,400.0,12933.0,19435,938.715,0.038,1,1,0,0,1
26.67,48.97,1151.0,400.0,12932.0,19444,938.706,0.038,1,1,0,0,1
26.68,48.78,1170.0,400.0,12924.0,19437,938.706,0.037,1,1,0,0,1
26.72,48.64,1184.0,400.0,12925.0,19435,938.709,0.036,1,1,0,0,1
26.8,48.37,1214.0,403.0,12920.0,19424,938.711,0.034,1,1,0,0,1
26.87,48.25,1174.0,402.0,12922.0,19431,938.704,0.033,1,1,0,0,1
26.84,48.2,1199.0,410.0,12922.0,19418,938.695,0.032,1,1,0,0,1
26.9,48.1,1197.0,400.0,12927.0,19435,938.691,0.032,1,1,0,0,1
26.92,48.02,1207.0,400.0,12925.0,19424,938.696,0.032,1,1,0,0,1
26.94,47.98,1189.0,400.0,12929.0,19428,938.703,0.033,1,1,0,0,1
26.92,47.86,1228.0,407.0,12921.0,19429,938.713,0.034,1,1,0,0,1
26.98,47.82,1186.0,400.0,12932.0,19431,938.706,0.033,1,1,0,0,1
26.99,47.75,1208.0,406.0,12930.0,19432,938.702,0.034,1,1,0,0,1
27.04,47.7,1208.0,403.0,12919.0,19424,938.694,0.033,1,1,0,0,1
27.04,47.66,1210.0,401.0,12922.0,19426,938.699,0.033,1,1,0,0,1
27.04,47.61,1220.0,400.0,12927.0,19426,938.702,0.033,1,1,0,0,1
27.06,47.54,1218.0,401.0,12928.0,19425,938.709,0.032,1,1,0,0,1
27.08,47.52,1235.0,404.0,12926.0,19430,938.709,0.032,1,1,0,0,1
27.09,47.48,1212.0,400.0,12929.0,19427,938.703,0.032,1,1,0,0,1
27.09,47.45,1193.0,404.0,12921.0,19429,938.702,0.031,1,1,0,0,1
27.09,47.4,1270.0,407.0,12922.0,19423,938.702,0.031,1,1,0,0,1
25.95,47.38,1285.0,431.0,12914.0,19409,938.703,0.031,1,1,0,0,1
25.54,48.15,1302.0,433.0,12909.0,19403,938.71,0.031,1,1,0,0,1
25.35,48.98,1316.0,429.0,12908.0,19407,938.701,0.031,1,1,0,0,1
25.22,49.84,1285.0,414.0,12910.0,19413,938.706,0.03,1,1,0,0,1
25.14,50.45,1335.0,440.0,12908.0,19395,938.712,0.03,1,1,0,0,1
25.07,51.0,1320.0,429.0,12912.0,19397,938.717,0.031,1,1,0,0,1
25.0,51.43,1302.0,424.0,12915.0,19403,938.714,0.033,1,1,0,0,1
24.95,51.78,1256.0,420.0,12917.0,19413,938.709,0.034,1,1,0,0,1
24.89,52.07,1277.0,413.0,12921.0,19414,938.717,0.035,1,1,0,0,1
24.85,52.28,1279.0,417.0,12916.0,19413,938.705,0.034,1,1,0,0,1
24.79,52.49,1277.0,416.0,12918.0,19413,938.706,0.034,1,1,0,0,1
24.78,52.66,1253.0,416.0,12923.0,19418,938.711,0.034,1,1,0,0,1
24.75,52.79,1266.0,410.0,12915.0,19409,938.711,0.035,1,1,0,0,1
24.72,52.93,1268.0,410.0,12920.0,19413,938.708,0.036,1,1,0,0,1
24.66,53.04,1222.0,400.0,12921.0,19426,938.716,0.038,1,1,0,0,1
24.66,53.18,1191.0,401.0,12925.0,19429,938.71,0.038,1,1,0,0,1
24.64,53.28,1235.0,406.0,12923.0,19420,938.717,0.039,1,1,0,0,1
24.62,53.35,1245.0,418.0,12919.0,19421,938.709,0.04,1,1,0,0,1
24.58,53.4,1253.0,411.0,12920.0,19414,938.703,0.04,1,1,0,0,1
24.57,53.49,1214.0,400.0,12925.0,19428,938.715,0.0409999999999999,1,1,0,0,1
24.54,53.57,1241.0,408.0,12924.0,19422,938.707,0.0409999999999999,1,1,0,0,1
24.52,53.6,1205.0,400.0,12927.0,19432,938.716,0.042,1,1,0,0,1
24.49,53.72,1180.0,400.0,12927.0,19427,938.713,0.043,1,1,0,0,1
24.47,53.75,1195.0,404.0,12926.0,19426,938.717,0.044,1,1,0,0,1
24.47,53.81,1189.0,405.0,12927.0,19432,938.712,0.044,1,1,0,0,1
24.41,53.83,1176.0,400.0,12928.0,19432,938.71,0.046,1,1,0,0,1
24.45,53.92,1218.0,415.0,12925.0,19424,938.708,0.046,1,1,0,0,1
24.41,53.92,1186.0,407.0,12923.0,19430,938.703,0.046,1,1,0,0,1
24.4,54.0,1191.0,405.0,12930.0,19436,938.705,0.046,1,1,0,0,1
24.41,54.06,1124.0,400.0,12929.0,19443,938.696,0.046,1,1,0,0,1
25.64,54.06,1088.0,400.0,12943.0,19454,938.698,0.046,1,1,0,0,1
25.98,53.29,1105.0,400.0,12936.0,19449,938.705,0.046,1,1,0,0,1
26.16,52.37,1132.0,400.0,12934.0,19446,938.715,0.045,1,1,0,0,1
26.3,51.53,1084.0,400.0,12932.0,19457,938.702,0.044,1,1,0,0,1
26.36,50.84,1130.0,400.0,12938.0,19448,938.708,0.043,1,1,0,0,1
26.44,50.32,1143.0,400.0,12933.0,19447,938.696,0.042,1,1,0,0,1
26.48,49.88,1145.0,400.0,12932.0,19447,938.698,0.0409999999999999,1,1,0,0,1
26.57,49.5,1118.0,400.0,12931.0,19447,938.705,0.039,1,1,0,0,1
26.61,49.18,1138.0,401.0,12927.0,19443,938.707,0.039,1,1,0,0,1
26.65,49.03,1109.0,400.0,12934.0,19450,938.7,0.038,1,1,0,0,1
26.69,48.83,1092.0,400.0,12931.0,19446,938.696,0.04,1,1,0,0,1
26.75,48.68,1084.0,400.0,12930.0,19453,938.697,0.0409999999999999,1,1,0,0,1
26.77,48.49,1094.0,400.0,12928.0,19465,938.701,0.042,1,1,0,0,1
26.78,48.38,1115.0,408.0,12921.0,19450,938.692,0.043,1,1,0,0,1
26.85,48.26,1122.0,400.0,12933.0,19448,938.692,0.044,1,1,0,0,1
26.85,48.18,1128.0,400.0,12926.0,19437,938.704,0.044,1,1,0,0,1
26.9,48.09,1115.0,400.0,12929.0,19454,938.702,0.044,1,1,0,0,1
26.91,48.0,1115.0,403.0,12925.0,19440,938.705,0.045,1,1,0,0,1
26.92,47.95,1105.0,400.0,12931.0,19443,938.707,0.044,1,1,0,0,1
26.96,47.85,1166.0,408.0,12923.0,19440,938.697,0.044,1,1,0,0,1
26.98,47.81,1141.0,400.0,12929.0,19446,938.703,0.043,1,1,0,0,1
26.99,47.76,1145.0,400.0,12924.0,19430,938.72,0.042,1,1,0,0,1
26.99,47.69,1153.0,406.0,12929.0,19446,938.718,0.04,1,1,0,0,1
27.04,47.65,1180.0,406.0,12919.0,19436,938.708,0.04,1,1,0,0,1
27.01,47.62,1168.0,400.0,12928.0,19441,938.699,0.039,1,1,0,0,1
27.04,47.58,1189.0,407.0,12925.0,19428,938.706,0.038,1,1,0,0,1
27.08,47.56,1207.0,405.0,12928.0,19431,938.701,0.038,1,1,0,0,1
27.11,47.53,1172.0,400.0,12923.0,19435,938.699,0.038,1,1,0,0,1
27.11,47.5,1212.0,409.0,12922.0,19429,938.7,0.037,1,1,0,0,1
27.12,47.46,1141.0,400.0,12931.0,19438,938.69,0.036,1,1,0,0,1
25.91,47.4,1260.0,428.0,12914.0,19417,938.691,0.035,1,1,0,0,1
25.55,48.2,1279.0,432.0,12915.0,19412,938.701,0.034,1,1,0,0,1
25.34,49.07,1253.0,426.0,12915.0,19416,938.709,0.034,1,1,0,0,1
25.22,49.83,1281.0,422.0,12913.0,19417,938.72,0.035,1,1,0,0,1
24.99,51.44,1266.0,420.0,12914.0,19419,938.713,0.037,1,1,0,0,1
24.93,51.8,1218.0,413.0,12917.0,19417,938.711,0.037,1,1,0,0,1
24.9,52.13,1249.0,406.0,12916.0,19417,938.711,0.037,1,1,0,0,1
24.83,52.33,1239.0,410.0,12923.0,19421,938.709,0.036,1,1,0,0,1
24.8,52.53,1241.0,410.0,12925.0,19424,938.703,0.036,1,1,0,0,1
24.78,52.72,1226.0,410.0,12924.0,19418,938.7,0.035,1,1,0,0,1
24.72,52.82,1231.0,416.0,12918.0,19420,938.715,0.035,1,1,0,0,1
24.72,52.97,1247.0,412.0,12921.0,19425,938.714,0.035,1,1,0,0,1
24.72,53.12,1218.0,400.0,12926.0,19435,938.709,0.035,1,1,0,0,1
24.64,53.19,1208.0,406.0,12919.0,19415,938.707,0.037,1,1,0,0,1
24.62,53.29,1247.0,417.0,12920.0,19413,938.718,0.037,1,1,0,0,1
24.59,53.38,1220.0,412.0,12917.0,19418,938.722,0.037,1,1,0,0,1
24.58,53.42,1199.0,400.0,12928.0,19426,938.712,0.036,1,1,0,0,1
24.57,53.52,1208.0,404.0,12920.0,19421,938.704,0.036,1,1,0,0,1
24.55,53.57,1230.0,413.0,12921.0,19412,938.709,0.036,1,1,0,0,1
24.51,53.64,1195.0,400.0,12927.0,19431,938.716,0.037,1,1,0,0,1
24.51,53.67,1205.0,409.0,12924.0,19429,938.726,0.039,1,1,0,0,1
24.48,53.79,1216.0,406.0,12922.0,19417,938.729,0.0409999999999999,1,1,0,0,1
24.45,53.85,1214.0,401.0,12926.0,19427,938.734,0.043,1,1,0,0,1
24.44,53.94,1243.0,410.0,12919.0,19418,938.724,0.043,1,1,0,0,1
24.43,53.94,1235.0,408.0,12920.0,19422,938.723,0.043,1,1,0,0,1
24.41,53.99,1191.0,413.0,12920.0,19424,938.72,0.043,1,1,0,0,1
24.38,54.03,1216.0,400.0,12920.0,19427,938.719,0.043,1,1,0,0,1
25.62,54.09,1141.0,400.0,12937.0,19438,938.729,0.042,1,1,0,0,1
25.96,53.25,1153.0,400.0,12938.0,19438,938.732,0.042,1,1,0,0,1
26.13,52.37,1120.0,400.0,12936.0,19442,938.722,0.0409999999999999,1,1,0,0,1
26.26,51.53,1149.0,400.0,12936.0,19438,938.717,0.0409999999999999,1,1,0,0,1
26.36,50.86,1143.0,400.0,12939.0,19441,938.711,0.04,1,1,0,0,1
26.44,50.33,1132.0,400.0,12937.0,19441,938.716,0.04,1,1,0,0,1
26.51,49.91,1178.0,400.0,12931.0,19439,938.721,0.04,1,1,0,0,1
26.57,49.55,1182.0,400.0,12931.0,19438,938.727,0.04,1,1,0,0,1
26.63,49.25,1172.0,401.0,12926.0,19432,938.72,0.04,1,1,0,0,1
26.65,49.03,1149.0,400.0,12931.0,19437,938.719,0.04,1,1,0,0,1
26.68,48.83,1216.0,407.0,12930.0,19439,938.711,0.0409999999999999,1,1,0,0,1
26.75,48.63,1164.0,400.0,12929.0,19431,938.706,0.042,1,1,0,0,1
26.78,48.52,1231.0,415.0,12922.0,19421,938.716,0.043,1,1,0,0,1
26.81,48.41,1197.0,418.0,12927.0,19426,938.71,0.044,1,1,0,0,1
26.83,48.29,1163.0,400.0,12934.0,19434,938.713,0.044,1,1,0,0,1
26.85,48.22,1187.0,405.0,12928.0,19429,938.706,0.044,1,1,0,0,1
26.88,48.09,1163.0,400.0,12926.0,19437,938.711,0.044,1,1,0,0,1
26.91,48.04,1161.0,400.0,12932.0,19436,938.705,0.043,1,1,0,0,1
26.94,47.96,1140.0,400.0,12935.0,19439,938.703,0.043,1,1,0,0,1
26.94,47.95,1145.0,400.0,12933.0,19438,938.702,0.043,1,1,0,0,1
26.96,47.84,1189.0,404.0,12927.0,19434,938.704,0.043,1,1,0,0,1
26.96,47.78,1147.0,400.0,12932.0,19436,938.707,0.043,1,1,0,0,1
27.01,47.74,1172.0,400.0,12927.0,19441,938.704,0.043,1,1,0,0,1
27.02,47.73,1176.0,400.0,12926.0,19440,938.699,0.042,1,1,0,0,1
27.02,47.65,1180.0,405.0,12925.0,19435,938.694,0.042,1,1,0,0,1
27.05,47.58,1182.0,406.0,12928.0,19435,938.691,0.0409999999999999,1,1,0,0,1
27.08,47.58,1186.0,405.0,12927.0,19433,938.702,0.0409999999999999,1,1,0,0,1
27.08,47.51,1149.0,400.0,12927.0,19438,938.699,0.0409999999999999,1,1,0,0,1
27.08,47.48,1143.0,400.0,12926.0,19439,938.694,0.0409999999999999,1,1,0,0,1
27.09,47.46,1168.0,401.0,12924.0,19431,938.703,0.0409999999999999,1,1,0,0,1
25.95,47.46,1308.0,434.0,12910.0,19404,938.702,0.042,1,1,0,0,1
25.53,48.18,1251.0,431.0,12915.0,19415,938.701,0.042,1,1,0,0,1
25.33,49.06,1239.0,422.0,12916.0,19423,938.696,0.043,1,1,0,0,1
25.22,49.84,1224.0,421.0,12917.0,19419,938.696,0.043,1,1,0,0,1
25.14,50.52,1272.0,437.0,12912.0,19401,938.704,0.043,1,1,0,0,1
25.03,51.03,1220.0,412.0,12915.0,19421,938.706,0.044,1,1,0,0,1
24.98,51.45,1264.0,424.0,12915.0,19420,938.717,0.044,1,1,0,0,1
24.9,51.82,1207.0,415.0,12920.0,19429,938.722,0.044,1,1,0,0,1
24.87,52.1,1178.0,405.0,12924.0,19433,938.709,0.043,1,1,0,0,1
24.83,52.35,1189.0,410.0,12921.0,19434,938.709,0.043,1,1,0,0,1
24.79,52.54,1176.0,405.0,12928.0,19427,938.716,0.044,1,1,0,0,1
24.75,52.73,1210.0,402.0,12926.0,19427,938.721,0.045,1,1,0,0,1
24.72,52.86,1168.0,401.0,12927.0,19438,938.716,0.047,1,1,0,0,1
24.69,52.98,1203.0,404.0,12917.0,19428,938.721,0.048,1,1,0,0,1
24.66,53.11,1203.0,412.0,12928.0,19430,938.717,0.049,1,1,0,0,1
24.65,53.19,1195.0,406.0,12926.0,19432,938.72,0.049,1,1,0,0,1
24.62,53.31,1193.0,406.0,12923.0,19433,938.712,0.048,1,1,0,0,1
24.59,53.36,1226.0,404.0,12923.0,19435,938.699,0.047,1,1,0,0,1
24.58,53.42,1251.0,412.0,12919.0,19428,938.705,0.046,1,1,0,0,1
24.55,53.54,1233.0,420.0,12920.0,19420,938.707,0.044,1,1,0,0,1
24.54,53.57,1218.0,400.0,12924.0,19426,938.716,0.044,1,1,0,0,1
24.51,53.61,1208.0,403.0,12920.0,19430,938.706,0.042,1,1,0,0,1
24.51,53.7,1208.0,400.0,12924.0,19421,938.702,0.042,1,1,0,0,1
24.49,53.73,1201.0,401.0,12929.0,19430,938.698,0.042,1,1,0,0,1
24.47,53.77,1210.0,410.0,12921.0,19423,938.697,0.042,1,1,0,0,1
24.48,53.82,1207.0,404.0,12920.0,19425,938.709,0.043,1,1,0,0,1
